SIMPLE_LEMMA,PART_OF_SPEECH,Total_Count_in_Text
totidem,Pronoun,14
nigro,Verb,3
tergum,Noun,52
iuvencus,Noun,16
vinum,Noun,20
que,Conjunction,3212
fundo,Verb,49
patera,Noun,12
anima,Noun,50
que,Conjunction,3212
voco,Verb,110
Anchises,Noun,48
magnus,Adjective,282
Manes,Noun,23
que,Conjunction,3212
Acheron,Noun,7
remitto,Verb,17
necnon,Conjunction,21
et,Adverb,67
socius,Noun,95
qui,Pronoun,766
quisque,Pronoun,32
sum,Verb,531
copia,Noun,8
laetus,Adjective,78
donum,Noun,58
fero,Verb,273
onero,Verb,15
ara,Noun,71
macto,Verb,13
que,Conjunction,3212
iuvencus,Noun,16
ordo,Noun,30
aenum,Noun,4
loco,Verb,17
alius,Adjective,100
fundo,Verb,49
que,Conjunction,3212
per,Preposition,351
herba,Noun,19
subicio,Verb,12
veru,Noun,3
pruna,Noun,2
et,Conjunction,2083
viscus,Noun,12
torreo,Verb,8
exspecto,Verb,16
dies,Noun,61
adsum,Verb,53
novem,Number,6
que,Conjunction,3212
serenus,Adjective,7
aurora,Noun,19
Phaethon,Noun,2
equus,Noun,128
iam,Adverb,250
lux,Noun,47
veho,Verb,24
fama,Noun,62
que,Conjunction,3212
finitimus,Adjective,5
et,Conjunction,2083
clarus,Adjective,23
nomen,Noun,90
Acestes,Noun,27
excio,Verb,8
laetus,Adjective,78
compleo,Verb,17
litus,Noun,127
coitus,Noun,4
video,Verb,214
Aeneades,Noun,18
pars,Noun,88
et,Adverb,67
certo,Verb,22
paro,Verb,58
munus,Noun,37
principium,Noun,11
ante,Preposition,102
oculus,Noun,88
circus,Noun,3
que,Conjunction,3212
loco,Verb,17
in,Preposition,769
medius,Adjective,164
sacer,Adjective,47
tripus,Noun,3
viridis,Adjective,15
que,Conjunction,3212
corona,Noun,14
et,Conjunction,2083
palma,Noun,28
pretium,Noun,9
victor,Noun,55
arma,Noun,279
que,Conjunction,3212
et,Conjunction,2083
ostrum,Noun,12
perfundo,Verb,12
vestis,Noun,32
argentum,Noun,14
aurum,Noun,77
que,Conjunction,3212
talentum,Noun,6
et,Conjunction,2083
tuba,Noun,9
committo,Verb,12
medius,Adjective,164
cano,Verb,43
agger,Noun,23
ludus,Noun,11
primus,Number,200
pār,Adjective,26
ineo,Verb,5
gravis,Adjective,31
certamen,Noun,33
remus,Noun,35
quattuor,Number,12
e,Preposition,131
omnis,Adjective,330
deligo,Verb,13
classis,Noun,62
carina,Noun,22
velox,Adjective,6
Mnestheus,Noun,23
ago,Verb,102
acer,Adjective,46
remex,Noun,2
pristis,Noun,6
mox,Adverb,10
Italus,Adjective,43
Mnestheus,Noun,23
genus,Noun,70
a,Preposition,197
qui,Pronoun,766
nomen,Noun,90
Memmius,Noun,1
ingens,Adjective,168
que,Conjunction,3212
Gyas,Noun,11
ingens,Adjective,168
moles,Noun,30
Chimaera,Noun,4
urbs,Noun,196
opus,Noun,28
triplex,Number,6
pubes,Noun,20
qui,Pronoun,766
Dardanus,Adjective,38
versus,Noun,1
impello,Verb,19
terni,Number,6
consurgo,Verb,14
ordo,Noun,30
remus,Noun,35
Sergestus,Noun,10
que,Conjunction,3212
domus,Noun,85
teneo,Verb,133
a,Preposition,197
qui,Pronoun,766
Sergius,Adjective,1
nomen,Noun,90
Centaurus,Noun,6
inveho,Verb,9
magnus,Adjective,282
Scylla,Noun,7
que,Conjunction,3212
Cloanthus,Noun,9
caerulus,Adjective,19
genus,Noun,70
unde,Adverb,26
tu,Pronoun,419
Romanus,Adjective,22
Cluentius,Noun,1
sum,Verb,531
procul,Adverb,50
in,Preposition,769
pelagus,Noun,44
saxum,Noun,78
spumo,Verb,25
contra,Preposition,75
litus,Noun,127
qui,Pronoun,766
tumidus,Adjective,12
summergo,Verb,4
tundo,Verb,5
olim,Adverb,20
fluctus,Noun,44
hibernus,Adjective,6
condo,Verb,45
ubi,Adverb,108
sidus,Noun,57
Caurus,Noun,1
tranquillus,Adjective,2
sileo,Verb,10
immotus,Adjective,12
que,Conjunction,3212
attollo,Verb,29
unda,Noun,109
campus,Noun,78
et,Conjunction,2083
apricus,Adjective,2
statio,Noun,5
gratus,Adjective,14
mergus,Noun,1
hic,Adverb,133
viridis,Adjective,15
Aeneas,Noun,238
frondeo,Verb,6
e,Preposition,131
ilex,Noun,9
meta,Noun,10
constituo,Verb,9
signum,Noun,39
nauta,Noun,12
pater,Noun,172
unde,Adverb,26
revertor,Verb,6
scio,Verb,13
et,Conjunction,2083
longus,Adjective,125
ubi,Adverb,108
circumflecto,Verb,2
cursus,Noun,73
tum,Adverb,248
locus,Noun,85
sors,Noun,27
lego,Verb,26
ipse,Pronoun,289
que,Conjunction,3212
in,Preposition,769
puppis,Noun,43
aurum,Noun,77
ductor,Noun,23
longus,Adjective,125
effulgo,Verb,4
ostrum,Noun,12
que,Conjunction,3212
decorus,Adjective,11
ceterus,Adjective,16
populeus,Adjective,4
velo,Verb,15
frons,Noun,18
iuventus,Noun,25
nudo,Verb,6
que,Conjunction,3212
umerus,Noun,54
oleum,Noun,3
perfundo,Verb,12
nitesco,Verb,1
consido,Verb,24
transtrum,Noun,6
intendo,Verb,12
que,Conjunction,3212
brachium,Noun,15
remus,Noun,35
intentus,Adjective,5
exspecto,Verb,16
signum,Noun,39
exsulto,Verb,15
que,Conjunction,3212
haurio,Verb,13
cor,Noun,33
pavor,Noun,5
pulso,Verb,13
laus,Noun,25
que,Conjunction,3212
arrigo,Verb,21
cupido,Noun,12
inde,Adverb,31
ubi,Adverb,108
clarus,Adjective,23
do,Verb,317
sonitus,Noun,32
tuba,Noun,9
finis,Noun,43
omnis,Adjective,330
haud,Adverb,102
mora,Noun,40
prosilio,Verb,1
suus,Adjective,69
ferio,Verb,20
aether,Noun,52
clamor,Noun,66
nauticus,Adjective,2
adduco,Verb,8
spumo,Verb,25
fretum,Noun,8
verto,Verb,73
lacertus,Noun,9
infindo,Verb,1
pariter,Adverb,30
sulcus,Noun,5
totus,Adjective,103
que,Conjunction,3212
dehisco,Verb,7
convello,Verb,11
remus,Noun,35
rostrum,Noun,11
que,Conjunction,3212
tridens,Adjective,6
aequor,Noun,89
non,Adverb,259
tam,Adverb,23
praeceps,Adjective,26
biiugus,Adjective,2
certamen,Noun,33
campus,Noun,78
corripio,Verb,31
ruo,Verb,70
que,Conjunction,3212
effundo,Verb,35
carcer,Noun,4
currus,Noun,51
nec,Conjunction,331
sic,Adverb,162
immitto,Verb,23
auriga,Noun,8
undo,Verb,7
lorum,Noun,8
concutio,Verb,18
iugum,Noun,27
pronus,Adjective,10
que,Conjunction,3212
in,Preposition,769
verber,Noun,7
pendeo,Verb,28
tum,Adverb,248
plausus,Noun,7
fremitus,Noun,6
que,Conjunction,3212
vir,Noun,170
studium,Noun,11
que,Conjunction,3212
faveo,Verb,4
consono,Verb,2
omnis,Adjective,330
nemus,Noun,37
vox,Noun,113
que,Conjunction,3212
includo,Verb,20
voluto,Verb,10
litus,Noun,127
pulso,Verb,13
collis,Noun,14
clamor,Noun,66
resulto,Verb,3
effugio,Verb,12
ante,Preposition,102
alius,Adjective,100
primus,Number,200
que,Conjunction,3212
elabor,Verb,8
unda,Noun,109
turba,Noun,21
inter,Preposition,116
fremitus,Noun,6
que,Conjunction,3212
Gyas,Noun,11
qui,Pronoun,766
deinde,Adverb,31
Cloanthus,Noun,9
consequor,Verb,6
bonus,Adjective,43
remus,Noun,35
sed,Conjunction,146
pondus,Noun,16
pinus,Noun,10
tardus,Adjective,10
teneo,Verb,133
post,Preposition,31
hic,Pronoun,694
aequus,Adjective,27
discrimen,Noun,16
pristis,Noun,6
Centaurus,Noun,6
que,Conjunction,3212
locus,Noun,85
tendo,Verb,71
supero,Verb,31
prior,Number,26
et,Conjunction,2083
nunc,Adverb,216
pristis,Noun,6
habeo,Verb,69
nunc,Adverb,216
vinco,Verb,59
praetereo,Verb,4
ingens,Adjective,168
Centaurus,Noun,6
nunc,Adverb,216
una,Adverb,24
ambo,Number,25
iungo,Verb,36
que,Conjunction,3212
fero,Verb,273
frons,Noun,16
et,Conjunction,2083
longus,Adjective,125
sulco,Verb,2
vadum,Noun,20
salsus,Adjective,8
carina,Noun,22
iam,Adverb,250
que,Conjunction,3212
propinquo,Verb,14
scopulus,Noun,27
meta,Noun,10
que,Conjunction,3212
teneo,Verb,133
cum,Conjunction,164
princeps,Adjective,8
medius,Adjective,164
que,Conjunction,3212
Gyas,Noun,11
in,Preposition,769
gurges,Noun,20
victor,Noun,55
rector,Noun,4
navis,Noun,46
compello,Verb,11
vox,Noun,113
Menoetes,Noun,6
quo,Adverb,52
tantum,Adverb,36
ego,Pronoun,389
dexter,Adjective,12
abeo,Verb,20
huc,Adverb,53
dirigo,Verb,11
gressus,Noun,14
litus,Noun,127
amo,Verb,6
et,Conjunction,2083
laeva,Adverb,3
stringo,Verb,20
sino,Verb,31
palmula,Noun,1
cautes,Noun,7
altum,Noun,28
alius,Adjective,100
teneo,Verb,133
dico,Verb,149
sed,Conjunction,146
caecus,Adjective,34
Menoetes,Noun,6
saxum,Noun,78
timeo,Verb,15
prora,Noun,15
pelagus,Noun,44
detorqueo,Verb,6
ad,Preposition,322
unda,Noun,109
quo,Adverb,52
diversus,Adjective,27
abeo,Verb,20
iterum,Adverb,26
peto,Verb,128
saxum,Noun,78
Menoetes,Noun,6
cum,Preposition,139
clamor,Noun,66
Gyas,Noun,11
revoco,Verb,12
et,Conjunction,2083
ecce,Interjection,37
Cloanthus,Noun,9
respicio,Verb,19
insto,Verb,33
tergum,Noun,52
et,Conjunction,2083
prope,Preposition,30
teneo,Verb,133
ille,Pronoun,379
inter,Preposition,116
navis,Noun,46
que,Conjunction,3212
Gyas,Noun,11
scopulus,Noun,27
que,Conjunction,3212
sonans,Adjective,9
rado,Verb,4
iter,Noun,35
laevus,Adjective,15
interior,Adjective,9
subito,Adverb,24
que,Conjunction,3212
prior,Number,26
praetereo,Verb,4
et,Conjunction,2083
meta,Noun,10
teneo,Verb,133
aequor,Noun,89
tutus,Adjective,27
relinquo,Verb,80
tum,Adverb,248
vero,Adverb,44
exardesco,Verb,5
iuvenis,Noun,78
dolor,Noun,40
os,Noun,32
ingens,Adjective,168
nec,Conjunction,331
lacrima,Noun,44
careo,Verb,7
gena,Noun,7
segnis,Adjective,17
que,Conjunction,3212
Menoetes,Noun,6
obliviscor,Verb,9
decus,Noun,23
que,Conjunction,3212
suus,Adjective,69
socius,Noun,95
que,Conjunction,3212
salus,Noun,17
in,Preposition,769
mare,Noun,61
praeceps,Adjective,26
puppis,Noun,43
deturbo,Verb,3
a,Preposition,197
altus,Adjective,175
ipse,Pronoun,289
gubernaculum,Noun,3
rector,Noun,4
subeo,Verb,49
ipse,Pronoun,289
magister,Noun,12
hortor,Verb,12
que,Conjunction,3212
vir,Noun,170
clavus,Noun,3
que,Conjunction,3212
ad,Preposition,322
litus,Noun,127
torqueo,Verb,43
at,Conjunction,146
gravis,Adjective,31
ut,Conjunction,160
fundus,Noun,6
vix,Adverb,39
tandem,Adverb,42
reddo,Verb,39
inferus,Adjective,46
sum,Verb,531
iam,Adverb,250
senex,Adjective,23
madidus,Adjective,2
que,Conjunction,3212
fluo,Verb,13
in,Preposition,769
vestis,Noun,32
Menoetes,Noun,6
summum,Noun,2
peto,Verb,128
scopulus,Noun,27
siccus,Adjective,7
que,Conjunction,3212
in,Preposition,769
rupes,Noun,18
resido,Verb,12
ille,Pronoun,379
et,Conjunction,2083
labor,Verb,41
Teucrus,Adjective,130
et,Conjunction,2083
rideo,Verb,4
nato,Verb,4
et,Conjunction,2083
salsus,Adjective,8
rideo,Verb,4
revomo,Verb,1
pectus,Noun,120
fluctus,Noun,44
hic,Adverb,133
laetus,Adjective,78
exter,Adjective,32
spes,Noun,46
sum,Verb,531
accendo,Verb,25
duo,Number,22
Sergestus,Noun,10
Mnestheus,Noun,23
que,Conjunction,3212
Gyas,Noun,11
supero,Verb,31
moror,Verb,31
Sergestus,Noun,10
capio,Verb,50
ante,Preposition,102
locus,Noun,85
scopulus,Noun,27
que,Conjunction,3212
propinquo,Verb,14
nec,Conjunction,331
totus,Adjective,103
tamen,Adverb,38
ille,Pronoun,379
prior,Number,26
praeeo,Verb,1
carina,Noun,22
pars,Noun,88
prior,Number,26
pars,Noun,88
rostrum,Noun,11
premo,Verb,54
aemulus,Adjective,4
pristis,Noun,6
at,Conjunction,146
medius,Adjective,164
socius,Noun,95
incedo,Verb,10
navis,Noun,46
per,Preposition,351
ipse,Pronoun,289
hortor,Verb,12
Mnestheus,Noun,23
nunc,Adverb,216
nunc,Adverb,216
insurgo,Verb,8
remus,Noun,35
Hectoreus,Adjective,6
socius,Noun,95
Troia,Noun,87
qui,Pronoun,766
sors,Noun,27
superus,Adjective,113
deligo,Verb,13
comes,Noun,53
nunc,Adverb,216
ille,Pronoun,379
promo,Verb,2
vis,Noun,110
nunc,Adverb,216
animus,Noun,162
qui,Pronoun,766
in,Preposition,769
Gaetulus,Adjective,5
Syrtis,Noun,5
utor,Verb,5
Ionius,Adjective,3
que,Conjunction,3212
mare,Noun,61
Malea,Noun,1
que,Conjunction,3212
sequax,Adjective,3
unda,Noun,109
non,Adverb,259
iam,Adverb,250
primus,Number,200
peto,Verb,128
Mnestheus,Noun,23
neque,Conjunction,72
vinco,Verb,59
certo,Verb,22
quamquam,Conjunction,10
o,Interjection,108
sed,Conjunction,146
supero,Verb,31
qui,Pronoun,766
hic,Pronoun,694
Neptunus,Noun,15
do,Verb,317
exter,Adjective,32
pudeo,Verb,4
redeo,Verb,13
hic,Pronoun,694
vinco,Verb,59
civis,Noun,15
et,Conjunction,2083
prohibeo,Verb,10
nefas,Noun,18
ille,Pronoun,379
certamen,Noun,33
superus,Adjective,113
procumbo,Verb,12
vastus,Adjective,46
tremo,Verb,22
ictus,Noun,21
aereus,Adjective,9
puppis,Noun,43
subtraho,Verb,3
que,Conjunction,3212
solum,Noun,30
tum,Adverb,248
creber,Adjective,14
anhelitus,Noun,3
artus,Noun,23
aridus,Adjective,2
que,Conjunction,3212
os,Noun,142
quatio,Verb,18
sudor,Noun,7
fluo,Verb,13
undique,Adverb,35
rivus,Noun,7
affero,Verb,12
ipse,Pronoun,289
vir,Noun,170
optatus,Adjective,9
casus,Noun,47
honor,Noun,61
namque,Conjunction,42
furo,Verb,51
animus,Noun,162
dum,Conjunction,81
prora,Noun,15
ad,Preposition,322
saxum,Noun,78
suburgeo,Verb,1
interior,Adjective,9
spatium,Noun,16
que,Conjunction,3212
subeo,Verb,49
Sergestus,Noun,10
iniquus,Adjective,14
infelix,Adjective,48
saxum,Noun,78
in,Preposition,769
procurro,Verb,6
haereo,Verb,39
concutio,Verb,18
cautes,Noun,7
et,Conjunction,2083
acutus,Adjective,10
in,Preposition,769
murex,Noun,3
remus,Noun,35
obnitor,Verb,8
crepo,Verb,2
inlido,Verb,5
que,Conjunction,3212
prora,Noun,15
pendeo,Verb,28
consurgo,Verb,14
nauta,Noun,12
et,Conjunction,2083
magnus,Adjective,282
clamor,Noun,66
moror,Verb,31
ferratus,Adjective,3
que,Conjunction,3212
trudis,Noun,1
et,Conjunction,2083
acutus,Adjective,10
cuspis,Noun,12
contus,Noun,3
expedio,Verb,14
frango,Verb,18
que,Conjunction,3212
lego,Verb,26
in,Preposition,769
gurges,Noun,20
remus,Noun,35
at,Conjunction,146
laetus,Adjective,78
Mnestheus,Noun,23
successus,Noun,5
que,Conjunction,3212
acer,Adjective,46
ipse,Pronoun,289
agmen,Noun,98
remus,Noun,35
celer,Adjective,25
ventus,Noun,87
que,Conjunction,3212
voco,Verb,110
pronus,Adjective,10
peto,Verb,128
mare,Noun,61
et,Conjunction,2083
pelagus,Noun,44
decurro,Verb,6
aperio,Verb,34
qualis,Pronoun,42
spelunca,Noun,12
subito,Adverb,24
commoveo,Verb,6
columba,Noun,6
qui,Pronoun,766
domus,Noun,85
et,Conjunction,2083
dulcis,Adjective,23
latebrosus,Adjective,3
in,Preposition,769
pumex,Noun,2
nidus,Noun,3
fero,Verb,273
in,Preposition,769
arvum,Noun,53
volo,Verb,54
plausus,Noun,7
que,Conjunction,3212
exterreo,Verb,15
penna,Noun,12
do,Verb,317
tectum,Noun,83
ingens,Adjective,168
mox,Adverb,10
aer,Noun,9
labor,Verb,41
quietus,Adjective,8
rado,Verb,4
iter,Noun,35
liquidus,Adjective,10
celer,Adjective,25
neque,Conjunction,72
commoveo,Verb,6
ala,Noun,33
sic,Adverb,162
Mnestheus,Noun,23
sic,Adverb,162
ipse,Pronoun,289
fuga,Noun,54
seco,Verb,29
ulterior,Adjective,13
pristis,Noun,6
aequor,Noun,89
sic,Adverb,162
ille,Pronoun,379
fero,Verb,273
impetus,Noun,4
ipse,Pronoun,289
volo,Verb,54
et,Conjunction,2083
primum,Number,53
in,Preposition,769
scopulus,Noun,27
luctor,Verb,8
desero,Verb,31
altus,Adjective,175
Sergestus,Noun,10
brevis,Adjective,14
que,Conjunction,3212
vadum,Noun,20
frustra,Adverb,19
que,Conjunction,3212
voco,Verb,110
auxilium,Noun,30
et,Conjunction,2083
frango,Verb,18
disco,Verb,11
curro,Verb,15
remus,Noun,35
inde,Adverb,31
Gyas,Noun,11
ipse,Pronoun,289
que,Conjunction,3212
ingens,Adjective,168
moles,Noun,30
Chimaera,Noun,4
consequor,Verb,6
cedo,Verb,41
quoniam,Conjunction,7
spolio,Verb,8
magister,Noun,12
sum,Verb,531
solus,Adjective,61
iam,Adverb,250
que,Conjunction,3212
ipse,Pronoun,289
supersum,Verb,12
in,Preposition,769
finis,Noun,43
Cloanthus,Noun,9
qui,Pronoun,766
peto,Verb,128
et,Conjunction,2083
superus,Adjective,113
adnitor,Verb,8
vis,Noun,110
urgeo,Verb,23
tum,Adverb,248
vero,Adverb,44
ingemino,Verb,9
clamor,Noun,66
cunctus,Adjective,45
que,Conjunction,3212
sequor,Verb,122
instigo,Verb,2
studium,Noun,11
resono,Verb,5
que,Conjunction,3212
fragor,Noun,9
aether,Noun,52
hic,Pronoun,694
proprius,Adjective,8
decus,Noun,23
et,Conjunction,2083
pario,Verb,9
indignor,Verb,10
honor,Noun,61
nisi,Conjunction,21
teneo,Verb,133
vita,Noun,49
que,Conjunction,3212
volo,Verb,46
pro,Preposition,48
laus,Noun,25
paciscor,Verb,4
hic,Pronoun,694
successus,Noun,5
alo,Verb,8
possum,Verb,95
quia,Conjunction,6
possum,Verb,95
video,Verb,214
et,Conjunction,2083
fors,Adverb,5
aequo,Verb,19
capio,Verb,50
praemium,Noun,18
rostrum,Noun,11
nisi,Conjunction,21
palma,Noun,28
pontus,Noun,30
tendo,Verb,71
uterque,Pronoun,18
Cloanthus,Noun,9
fundo,Verb,49
que,Conjunction,3212
prex,Noun,21
divus,Noun,69
que,Conjunction,3212
in,Preposition,769
votum,Noun,29
voco,Verb,110
deus,Noun,181
qui,Pronoun,766
imperium,Noun,40
sum,Verb,531
pelagus,Noun,44
qui,Pronoun,766
aequor,Noun,89
curro,Verb,15
vos,Pronoun,62
laetus,Adjective,78
ego,Pronoun,389
hic,Pronoun,694
candeo,Verb,8
in,Preposition,769
litus,Noun,127
taurus,Noun,21
constituo,Verb,9
ante,Preposition,102
ara,Noun,71
votum,Noun,29
reus,Noun,1
exta,Noun,5
que,Conjunction,3212
salsus,Adjective,8
proicio,Verb,13
in,Preposition,769
fluctus,Noun,44
et,Conjunction,2083
vinum,Noun,20
liqueo,Verb,3
fundo,Verb,49
dico,Verb,149
is,Pronoun,82
que,Conjunction,3212
inferus,Adjective,46
sub,Preposition,160
fluctus,Noun,44
audio,Verb,55
omnis,Adjective,330
Nereis,Noun,2
Phorcus,Noun,3
que,Conjunction,3212
chorus,Noun,13
Panopea,Noun,2
que,Conjunction,3212
virgo,Noun,47
et,Conjunction,2083
pater,Noun,172
ipse,Pronoun,289
manus,Noun,206
magnus,Adjective,282
Portunus,Noun,1
eo,Verb,138
impello,Verb,19
ille,Pronoun,379
Notus,Noun,12
cito,Adverb,2
volucer,Adjective,12
que,Conjunction,3212
sagitta,Noun,28
ad,Preposition,322
terra,Noun,166
fugio,Verb,73
et,Conjunction,2083
portus,Noun,37
sui,Pronoun,303
condo,Verb,45
altus,Adjective,175
tum,Adverb,248
sero,Verb,15
Anchises,Noun,48
cunctus,Adjective,45
e,Preposition,131
mos,Noun,44
voco,Verb,110
victor,Noun,55
magnus,Adjective,282
praeco,Noun,1
vox,Noun,113
Cloanthus,Noun,9
declaro,Verb,1
viridis,Adjective,15
que,Conjunction,3212
advelo,Verb,1
tempus,Noun,31
laurus,Noun,9
munus,Noun,37
que,Conjunction,3212
in,Preposition,769
navis,Noun,46
terni,Number,6
opto,Verb,25
iuvencus,Noun,16
vinum,Noun,20
que,Conjunction,3212
et,Conjunction,2083
argentum,Noun,14
magnus,Adjective,282
do,Verb,317
fero,Verb,273
talentum,Noun,6
ipse,Pronoun,289
praecipuus,Adjective,3
ductor,Noun,23
addo,Verb,40
honor,Noun,61
victor,Noun,55
chlamys,Noun,7
auro,Verb,10
qui,Pronoun,766
multus,Adjective,161
circum,Preposition,74
purpura,Noun,2
Maeander,Noun,1
duplex,Number,10
Meliboeus,Adjective,2
curro,Verb,15
intexo,Verb,5
que,Conjunction,3212
puer,Noun,52
frondosus,Adjective,3
regius,Adjective,19
Ida,Noun,10
velox,Adjective,6
iaculum,Noun,22
cervus,Noun,7
cursus,Noun,73
que,Conjunction,3212
fatigo,Verb,14
acer,Adjective,46
anhelo,Verb,3
similis,Adjective,21
qui,Pronoun,766
praepes,Adjective,3
a,Preposition,197
Ida,Noun,10
sublimis,Adjective,15
pes,Noun,65
rapio,Verb,58
Iuppiter,Noun,86
armiger,Noun,6
uncus,Adjective,8
longaevus,Adjective,14
palma,Noun,28
nequiquam,Adverb,36
ad,Preposition,322
sidus,Noun,57
tendo,Verb,71
custos,Noun,24
saevio,Verb,15
que,Conjunction,3212
canis,Noun,10
latratus,Noun,3
in,Preposition,769
aura,Noun,85
at,Conjunction,146
qui,Pronoun,766
deinde,Adverb,31
locus,Noun,85
teneo,Verb,133
virtus,Noun,38
secundus,Adjective,31
levis,Adjective,10
hic,Pronoun,694
hamus,Noun,2
consero,Verb,6
aurum,Noun,77
que,Conjunction,3212
trilix,Adjective,3
lorica,Noun,13
qui,Pronoun,766
Demoleos,Noun,2
detraho,Verb,1
ipse,Pronoun,289
victor,Noun,55
apud,Preposition,6
rapidus,Adjective,27
Simois,Noun,9
sub,Preposition,160
Ilium,Noun,9
altus,Adjective,175
dono,Verb,7
habeo,Verb,69
vir,Noun,170
decus,Noun,23
et,Conjunction,2083
tutamen,Noun,1
in,Preposition,769
arma,Noun,279
vix,Adverb,39
ille,Pronoun,379
famulus,Noun,8
Phegeus,Noun,3
Sagaris,Noun,2
que,Conjunction,3212
fero,Verb,273
multiplex,Adjective,2
conitor,Verb,6
umerus,Noun,54
induo,Verb,20
at,Conjunction,146
olim,Adverb,20
Demoleos,Noun,2
cursus,Noun,73
palor,Verb,7
Troes,Noun,27
ago,Verb,102
tertius,Number,13
donum,Noun,58
facio,Verb,55
geminus,Adjective,41
e,Preposition,131
aes,Noun,30
lebes,Noun,2
cymbium,Noun,2
que,Conjunction,3212
argentum,Noun,14
perficio,Verb,12
atque,Conjunction,293
asper,Adjective,31
signum,Noun,39
iam,Adverb,250
que,Conjunction,3212
adeo,Adverb,19
dono,Verb,7
omnis,Adjective,330
ops,Noun,26
que,Conjunction,3212
superbus,Adjective,38
Puniceus,Adjective,3
eo,Verb,138
evincio,Verb,5
tempus,Noun,31
taenia,Noun,2
cum,Conjunction,164
saevus,Adjective,59
e,Preposition,131
scopulus,Noun,27
multus,Adjective,161
vix,Adverb,39
ars,Noun,37
revello,Verb,11
amitto,Verb,22
remus,Noun,35
atque,Conjunction,293
ordo,Noun,30
debilis,Adjective,2
unus,Number,100
irrideo,Verb,4
sine,Preposition,29
honor,Noun,61
ratis,Noun,22
Sergestus,Noun,10
ago,Verb,102
qualis,Pronoun,42
saepe,Adverb,22
via,Noun,78
deprehendo,Verb,4
in,Preposition,769
agger,Noun,23
serpens,Noun,9
aereus,Adjective,9
qui,Pronoun,766
obliquus,Adjective,2
rota,Noun,14
transeo,Verb,9
aut,Conjunction,216
gravis,Adjective,31
ictus,Noun,21
seminex,Adjective,5
linquo,Verb,41
saxum,Noun,78
lacer,Adjective,3
que,Conjunction,3212
viator,Noun,2
nequiquam,Adverb,36
longus,Adjective,125
fugio,Verb,73
do,Verb,317
corpus,Noun,126
tortus,Noun,1
pars,Noun,88
ferox,Adjective,10
ardeo,Verb,28
que,Conjunction,3212
oculus,Noun,88
et,Conjunction,2083
sibilus,Adjective,2
collum,Noun,28
arduus,Adjective,28
attollo,Verb,29
pars,Noun,88
vulnus,Noun,70
claudus,Adjective,1
retento,Verb,1
nixor,Verb,1
nodus,Noun,14
sui,Pronoun,303
que,Conjunction,3212
in,Preposition,769
suus,Adjective,69
membrum,Noun,31
plico,Verb,1
talis,Pronoun,148
remigium,Noun,6
navis,Noun,46
sui,Pronoun,303
tardus,Adjective,10
moveo,Verb,51
velum,Noun,32
facio,Verb,55
tamen,Adverb,38
et,Conjunction,2083
velum,Noun,32
subeo,Verb,49
ostium,Noun,9
plenus,Adjective,16
Sergestus,Noun,10
Aeneas,Noun,238
promitto,Verb,17
munus,Noun,37
dono,Verb,7
servo,Verb,56
ob,Preposition,16
navis,Noun,46
laetus,Adjective,78
socius,Noun,95
que,Conjunction,3212
reduco,Verb,14
ille,Pronoun,379
serva,Noun,2
do,Verb,317
opus,Noun,28
haud,Adverb,102
ignarus,Adjective,28
Minerva,Noun,10
Cressa,Noun,1
genus,Noun,70
Pholoe,Noun,1
geminus,Adjective,41
que,Conjunction,3212
sub,Preposition,160
uber,Noun,10
natus,Noun,84
hic,Pronoun,694
pius,Adjective,37
Aeneas,Noun,238
mitto,Verb,70
certamen,Noun,33
tendo,Verb,71
gramineus,Adjective,6
in,Preposition,769
campus,Noun,78
qui,Pronoun,766
collis,Noun,14
undique,Adverb,35
curvus,Adjective,17
cingo,Verb,35
silva,Noun,68
medius,Adjective,164
que,Conjunction,3212
in,Preposition,769
valles,Noun,14
theatrum,Noun,3
circus,Noun,3
sum,Verb,531
quo,Adverb,52
sui,Pronoun,303
multus,Adjective,161
cum,Preposition,139
mille,Number,30
heros,Noun,23
consessus,Noun,4
medius,Adjective,164
fero,Verb,273
exstruo,Verb,5
que,Conjunction,3212
resido,Verb,12
hic,Adverb,133
qui,Pronoun,766
forte,Adverb,35
volo,Verb,46
rapidus,Adjective,27
contendo,Verb,13
cursus,Noun,73
invito,Verb,4
pretium,Noun,9
animus,Noun,162
et,Conjunction,2083
praemium,Noun,18
pono,Verb,56
undique,Adverb,35
convenio,Verb,11
Teucrus,Adjective,130
misceo,Verb,45
que,Conjunction,3212
Sicanus,Adjective,7
Nisus,Noun,21
et,Conjunction,2083
Euryalus,Noun,24
primus,Number,200
Euryalus,Noun,24
forma,Noun,25
insignis,Adjective,29
viridis,Adjective,15
que,Conjunction,3212
iuventa,Noun,9
Nisus,Noun,21
amor,Noun,78
pius,Adjective,37
puer,Noun,52
qui,Pronoun,766
deinde,Adverb,31
sequor,Verb,122
regius,Adjective,19
egregius,Adjective,22
Priamus,Noun,38
de,Preposition,113
stirps,Noun,19
Diores,Noun,5
hic,Pronoun,694
Salius,Noun,9
simul,Adverb,63
et,Conjunction,2083
Patron,Noun,1
qui,Pronoun,766
alter,Adjective,29
Acarnan,Adjective,1
alter,Adjective,29
a,Preposition,197
Arcadius,Adjective,4
Tegeaeus,Adjective,2
