dance in circle,
dance,
company of singers or dancers,chorus
form inball,glomero
Oreas (island),Oreas
rise above,superemineo
Latona,Latona
silent,tacitus
handle completely,
test,pertempto
joy,gaudium
tortoise,
vaulted roof,testudo
seat,solium
relying on,
elated by (+abl.) ,subnixus
sit down,
sink down,
shrink,resido
law,lex
just,
fair,iustus
concourse,
crowd,concursus
Sergestus,Sergestus
drive away,
separate,dispello
carry off,
bear away,aveho
become stupefied,
astonished,obstipesco
strike,
kill,percutio
joy,
happiness,laetitia
join together,coniungo
unknown,
unnoticed,
unperceived,incognitus
conceal,
dissemble,dissimulo
watch,speculor
cover,
clothe,
surround,amicio
leave,
relinquish,linquo
pray,
plead,oro
pardon,venia
go within,
enter,introgredior
(adv. or prep. + abl.) personally,
openly,
publicly,coram
abundance,
troops,copia
begin,coepi
righteousness,iustitia
prevent,prohibeo
plunder,populo
pride,superbia
Hesperia,Hesperia
udder,uber
lump of earth,
clod,
soil,glaeba
of Oenotria,Oenotrius
small,parvus
rise up,
rise,adsurgo
stormy,
rainy,nimbosus
Orion,Orion
bold,
insolent,procax
the tossing or heaving swell of the sea,
the open sea,salum
without way,
trackless,invius
(pl.) few,
(sing.) small,paucus
swim up to,anno
so,tam
foreign,
barbarous,
savage,barbarus
permit,permitto
cause (go),cieo
human,humanus
despise,temno
speakable,
proper,
lawful,fandus
not spoken,
unutterable,nefandus
other of two,alter
eat,
feed on,vescor
thus far,
this point,
still,adhuc
lie,occubo
service,
duty,officium
fight,
compete,certo
make sorry,
cause repent,paenitet
shake violently,quasso
it is permitted,
(+ subj.) although,licet
draw up,
raise,
remove,
take away,subduco
adapt to,
prepare,
fit together,
join,apto
draw tight,
bind fast,
draw (from scabbard,
etc.),stringo
but if,sin
reduce,
consume,absumo
resist,resto
straight,
channel,fretum
Sicania,Sicania
at least,
at any rate,saltem
carry or convey to,adveho
Dardanides,Dardanides
speak out,
say,
speak,profor
shut apart,secludo
hard,
harsh,durus
newness,novitas
guardian,custos
look at,tueor
not know,nescio
manliness,
courage,virtus
fire,incendium
enfeebled,obtusus
so,
such point,
such an extent,adeo
Eryx,Eryx
send away,dimitto
alike,pariter
sit down,
settle,consido
set up,statuo
Trojan,
of or belonging  Troy,Tros
introduces an Optative subjunctive,utinam
drive,compello
present,adsum
throw out,
expel,eicio
now for long time (+ present tense),iamdudum
break out,
burst out,erumpo
address,compello
away,
absent,absum
answer,respondeo
the other,ceterus
suddenly,repente
clean,purgo
stand still,
oppose,resisto
fitting,
suitable,
handsome,decorus
the hair of the head,caesaries
she who brings forth,
mother,genetrix
youth,iuventa
blow upon,
breathe upon,adflo
ivory,ebur
golden,
yellow,flavus
of Paros (island),Parius
stone,lapis
unforeseen,improvisus
alone,
only,solus
feel or show pity,miseror
drain,
exhaust,exhaurio
needy,
in want,egenus
make one socius,
share,socio
thanks,grates
loosen completely,
set free,
free one's self from obligation,
pay,persolvo
worthy,dignus
everywhere,ubique
scatter,spargo
look round,respecto
anywhere,usquam
conscious,conscius
right,rectum
river,fluvius
run,curro
always,semper
the left hand,laeva
Serestus,Serestus
sight,aspectus
speak,loquor
danger,periculum
apply to,
place to/near,applico
Anchises,Anchises
Sidon,Sidon
propel,
drive out,
expel,expello
paternal,patrius
Belus,Belus
rich,
fertile,opimus
Cyprus (island),Cyprus
learn,
understand,
inquire,cognosco
Pelasgian,
Greek,Pelasgus
rise,
born,orior
stem,
stalk,
family tree,stirps
why,
therefore,quare
come on! Let's go!,age
follow,succedo
finally,demum
come mind,succurro
learn,disco
proclaim,
announce,indico
too little,parum
20,
20th,viginti
bull,taurus
pig,sus
lamb (male),agnus
gift,
duty,
public show (esp. with gladiators),munus
regal,
kingly,regalis
shining,
clear,
brilliant,
splendid,splendidus
excess,luxus
build upon,
furnish,
arrange,instruo
banquet,
feast,convivium
skill,
talent,ars
work,laboro
the purple fluid of the murex,
purple dye,ostrum
cut in relief,
carve,caelo
chain of things,series
send ahead,praemitto
cloak,palla
stiff,
stiffen,rigeo
woven round,circumtextus
of saffron,
saffron–colored,croceus
covering,
garment,velamen
the plant bear's–foot,acanthus
an equipping,ornatus
Helen(name),Helena
not allowed,inconcessus
marriage,hymenaeus
carry out or away,effero
Leda,Leda
Ilione or Iliona,Ilione
neck,collum
necklace,monile
studded with pearls,bacatus
jewel,
gem,gemma
garland,
crown,corona
keep turning,verso
appearance,
face,facies
change,muto
Cupid (name),Cupido
set fire to,
burn,incendo
bone,os
fold in,
involve,implico
fear,timeo
uncertain,
doubtful,ambiguus
double–tongued,bilinguis
burn,uro
terrible,
cruel,atrox
rush back,
come back,recurso
therefore,ergo
wing–bearing,
winged,aliger
speak to,
address,adfor
power,potentia
pertaining the giant Typhoeus,
Typhoian,Typhoeus
flee,confugio
bitter,acerbus
learn,
know,nosco
Phoenissus,Phoenissus
flattering,
pleasant,blandus
delay,moror
fear,vereor
pertaining Juno,Iunonius
cease,cesso
for which reason,quocirca
think,
rehearse,meditor
summons,accitus
put sleep,
lull sleep,sopio
Cyther(island),Cythera
Idalium (town),Idalium
holy,sacratus
put back,recondo
run meet,
come mind,occurro
spacious,
large,
ample,
generous,amplus
deceive,fallo
put on,
clothe,induo
lap,
bosom,gremium
liquid,
liquor,
wine,latex
Lyaeus,Lyaeus
an embrace,amplexus
hidden,
secret,occultus
breathe into,
inspire,inspiro
poison,venenum
take off,
strip,exuo
glad,gaudeo
sleep,
rest,quies
water,
(fig.),inrigo
Idalia,Idalia
yielding,
gentle,mollis
marjoram,amaracus
flower,flos
breathe or upon,aspiro
embrace,complector
curtain,aulaeum
the frame of bedstead or couch,
couch,sponda
recline separately,
recline at table,discumbo
house slave,famulus
clear spring water,
water,lympha
basket,
baskets,canistra
shear,
finish,tondeo
handcloth,mantele
shaggy hair,villus
50,
50th,quinquaginta
female house slave,
maidservant,famula
store of food,
provision,
victuals,penus
construct,struo
cause increase,adoleo
just as many,totidem
equal,
like (+dat.),pār
attendant,
servant,minister
drinking–cup,poculum
and also,
and yet,
and in fact,necnon
often,frequens
bed,
couch,
cushion,
swelling,torum
embroidered,pictus
burn,flagro
word,verbum
paint,pingo
plague,pestis
dedicate,devoveo
unable,nequeo
begin burn,
(fig.),ardesco
embrace,complexus
sometimes,interdum
not knowing,
unaware,inscius
sink,insido
Acidalian,
pertaining Venus,Acidalius
gradually,paulatim
abolish,
cause wane or waste,aboleo
begin,incipio
try,tento
some time before or since,iampridem
seated,reses
become unaccustomed,
p.,desuesco
large mixing bowl,crater
crown,
surround,corono
become,fio
atrium,
court,atrium
hang down,
hang,dependeo
lamp,lychnus
ceiling with hollows or panels,
paneled or fretted ceiling,laquear
pertaining rope or cord,funalis
wine,
wine unmixed with water,merum
saucer-shaped dish,patera
accustomed,soleo
silence,silentium
guest,
stranger,
host,hospes
giver,dator
frequent,
celebrate,celebro
favor,faveo
as far as (+gen. or abl.),tenus
touch,attingo
Bitias,Bitias
make great noise,increpito
not sluggish,
not inactive,impiger
drain,
drink,
swallow,haurio
wash forth or out,proluo
nobleman,
aristocrat,
chief,
elder,procer
the cithara,cithara
long–haired,crinitus
Iopas,Iopas
sound loudly,
sing,persono
gild,auro
Atlas (name),Atlans
moon,luna
one animal of flock or herd,
an animal,pecus
Arcturus,Arcturus
rainy,
bringing rain,pluvius
the Hyades (stars),Hyades
an ox as the breaker of the sod in plowing,trio
only,tantum
hasten,propero
wet,
moisten,
dye,
color,tingo
(belonging to) winter,hibernus
slow,tardus
stand before,
stand in the way,obsto
repeat,ingemino
beating,
clapping,plausus
ask frequently,rogito
dawn,
aurora,aurora
Diomedes,Diomedes
no indeed,immo
ambush,insidiae
wandering,
error,error
become still,
still,conticesco
earnestly attentive,intentus
restore,
refresh,
renew,renovo
deplorable,lamentabilis
cast out or up,
unearth,
dig up,eruo
Myrmidones,Myrmidones
Dolopes,Dolopes
soldier,miles
Ulysses,Ulixes
moist,
damp,umidus
throw down,praecipito
although,quamquam
dread,horreo
mourning,
grief,luctus
flee back,
run away,refugio
drive back,repello
the equivalent,
just like,
+ gen.,instar
build,
erect,
establish,aedifico
weave inor in,
work in,intexo
fir tree,abies
return,
revenue,reditus
wander about,vagor
choose from,
choose,deligo
cast lots,
obtain,sortior
stealthily,furtim
enclose,includo
hollow,
cavern,caverna
the womb,uterus
armed,armatus
fill up,compleo
Tenedos (island),Tenedos
standing,statio
badly,male
keel,
ship,carina
carry forward or forth,
(pass.),proveho
desolate,
abandoned,desertus
think,reor
Teucria,Teucria
Doricus,Doricus
leave,
abandon,desero
abandon,relinquo
not veiled,innuptus
destructive,
fatal,exitialis
Minerva,Minerva
Thymoetes,Thymoetes
within,intra
urge,hortor
suspicious,suspectus
throw under,
put up for auction,subicio
bore through,
pierce,terebro
hiding place,
concealment,latebra
uncertain,incertus
there,
then,ibi
Laocoon,Laocoon
run down,decurro
madness,insania
citizen,civis
think,puto
without,careo
firewood,lignum
hide,
conceal,occulto
construct,fabrico
machine,machina
look inor overlook,inspicio
wild animal,ferus
curved,curvus
the abdomen,alvus
turn round entirely,contorqueo
strike back,
cause resound,
p.,recutio
sound within,
resound,insono
left,
on the left side,laevus
of Argolis,
Argolic,
Greek,Argolicus
defile,foedo
behold!,ecce
bind back,revincio
shepherd,pastor
furthermore,
beyond,
voluntarily,ultro
trusting,
bold,fidens
each of two,uterque
from all sides,undique
look at,viso
play upon,
w. dat.,
(fig.),inludo
verdict,
accusation,crimen
look around,
cast glance round upon,
survey,circumspicio
alas! oh!,heu
finally,denique
near,
in the presence of,apud
hostile,
angry,infensus
compress,comprimo
attack,impetus
grow,
increase,cresco
confess,
admit,fateor
deny,
refuse,nego
Sinon,Sinon
shape,
invent,fingo
false,
deceitful,mendax
bad,improbus
reach,
arrive at,pervenio
Belides,Belides
Palamedes,Palamedes
famous,
glorious,inclutus
renown,
glory,gloria
betrayal,
abandonment (of cause),proditio
of the sea,pelagius
innocent,insons
information,
evidence,indicium
because,quia
killing,
murder,nex
void,
futile,cassus
mourn,
grieve,lugeo
companion,comes
kinship,consanguinitas
near,
related,propinquus
poor,
humble,pauper
uninjured,incolumis
flourish,vigeo
union,
assembly,concilium
envy,
jealousy,invidia
leading error,
deceitful,pellax
withdraw,
allow,
concede,concedo
life,vita
darkness,tenebrae
silent,taceo
mad,
raving,demens
ever,umquam
go back,remeo
avenger,
punisher,ultor
falling,labes
rest,requiesco
Calchas,Calchas
however,
moreover,autem
in vain,nequiquam
unpleasant,ingratus
roll back,revolvo
enough,satis
take up,
consume,sumo
of Ithaca,
Ithacan,Ithacus
seek know,
ascertain,
inquire,scitor
follow,prosequor
much agitated,
tremble,pavito
feigned,fictus
desire,cupio
go away,
depart,discedo
close the way,
hinder,intercludo
weave together,
construct,contexo
of maple,acernus
Eurypylus,Eurypylus
oracle,
prophecy,oraculum
the inaccessible,adytum
carry back,reporto
kill,
strike,
cut,caedo
sacrifice auspiciously,
atone,lito
cold,
icy,gelidus
trembling,
quaking,
tremor,tremor
Apollo,Apollo
poet,vates
confusion,tumultus
draw,protraho
demand,flagito
subst.,multi
that which is come,venturum
5 each,quini
covered,tectus
refuse,recuso
place opposite,oppono
an agreement,
compact,compositum
break,rumpo
determine,
intend,destino
and,adsentio
each,
every,quisque
destruction,
ruin,exitium
holy thing,
(religious) rite,sacrum
salted,
witty,salsus
the side of the forehead,
temple,tempus
ribbon,vitta
death,letum
full of mud,
miry,limosus
lake,
reservoir,lacus
water–grass,ulva
hide,
lurk,delitesco
choose out,
wish exceedingly,exopto
haply,
perchance,fors
ask again,reposco
fleeing away,
pl.,effugium
fault,
blame,culpa
atone for,pio
because,quod
that which is true,
truth,verum
undefiled,
chaste,intemeratus
pity,misereor
feel pity,miseresco
something connected with the hand,
sleeve reaching the hand,
long sleeve,
found only in the pl.,manicae
in this way,
so,ita
forget,obliviscor
state,
set forth,edissero
ask,rogo
founder,auctor
rite,
scruple,religio
violable,
inviolable,violabilis
testify,testor
sword,ensis
untie,resolvo
hate,odi
cover,tego
promise,promissum
finder,
contriver,inventor
fated,
fatal,fatalis
approach,adgredior
pluck,avello
Palladium,
an image of Pallas,Palladium
holy,sacer
portrait,
image,
effigy,effigies
maidenly,
of virgin,virgineus
backwards,retro
slip or glide beneath,sublabor
Tritonian,
an epithet of Pallas,Tritonius
omen,
monster,monstrum
likeness,
statue,simulacrum
sweat,sudor
leap,
shine,emico
small round shield or buckler,parma
tear out,
tear down,exscindo
measure again,remetior
separate,
arrange,digero
warn,
advise,moneo
divinely forbidden (indeclinable),nefas
immense,immensus
oak,
strength,robur
weave,
build cunningly,
form,texo
violate,violo
earlier,
preceding,
before,
in preference,
to,
rather,prius
of Pelops,
Pelopeian,
Argive,
Greek,Pelopeus
grandchild,
descendant,nepos
false oath,
lie,periurium
of Lariss(town),
Larissaean,Larisaeus
subdue,
dominate,domo
10,
10th,decem
by much,
greatly,multo
trembled at,
dreadful,tremendus
throw in the way,obiicio
not looking before,improvidus
customary,sollemnis
punish,
reward,
kill,macto
calm,
still,tranquillus
become rough,
bristle,horresco
snake,anguis
the mane of horse,
of serpent,iuba
bloody,
bloodshot,sanguineus
the other,
the rest,ceterus
behind,
after (+acc.) ,pone
make infold or folds,
coil,sinuo
book,
roll,volumen
sounding,
noise,sonitus
suffuse,sufficio
hissing,sibilus
lick,lambo
tongue,
language,lingua
shake,vibro
flee apart,
run away,diffugio
sight,visus
without blood,exsanguis
2,duo
creeping thing,
snake,serpens
embrace,amplector
consume,depascor
fold,spira
tie,
bind,ligo
scaly,squameus
tear asunder,
tear in pieces,divello
pour over or along,
wash,perfundo
putrid,sanies
shuddered at,
dreadful,horrendus
lowing,
bellowing,mugitus
wounded,
afflicted,
drunk,saucius
axe,securis
slipping,
gliding,lapsus
the place for sacrificial cleansings,
shrine,delubrum
dragon or fabulous kind of serpent,draco
flee,
escape,effugio
of Lake Triton,
(subst.) Pallas or Minerva,Tritonis
round shield,clipeus
cause tremble or quake,
shake,tremefacio
embosom,
penetrate,insinuo
fear,
trembling,pavor
weigh out,
(fig.),expendo
earn,
deserve,
serve as soldier,mereo
criminal,sceleratus
turn or hurl toward,intorqueo
shout,conclamo
made of tow or flax,stuppeus
stretch,
strain,intendo
climb,scando
girl,puella
rope,
line,funis
glide,
fall (onto),illabor
stand after,
halt,subsisto
unmindful,
forgetful,immemor
set up,sisto
Cassandra,Cassandra
order,
command,iussus
farther,
farthest,ulterior
sacred,
festive,festus
cover,velo
leaf,frons
roll on or in,
cast upon,involvo
sleep,
sound,sopor
body of troops in compact array,
battalion,phalanx
defend,
ward off,defendo
uneven,iniquus
of pine,
pine–growing,pineus
spread out,laxo
reveal,patefacio
take,promo
Thessandrus,Thessandrus
Sthenelus,Sthenelus
Acamas,Acamas
Thoas,Thoas
Pelides,Pelides
Neoptolemus,Neoptolemus
Machaon,Machaon
Menelaus,Menelaus
constructor,fabricator
Epeius,Epeos
go in,invado
bury,sepelio
on watch,
sleepless,vigil
creep,serpo
weeping,fletus
team of two horses,
car or chariot drawn by two horses,
car,bigae
swell,
puff up,tumeo
woe! alas!,ei
how much,quantum
go back,redeo
that which has been taken off,
garment,exuviae
rough,squaleo
beard,barba
grow together,
grow thick,
stiffen,concresco
cry,fleo
bring forth,
explain,expromo
Dardania,Dardania
wait for,
expect,exspecto
unworthy (of),indignus
serene,
calm,serenus
nothing,nihil
top,culmen
entrust,
recommend,
approve,commendo
wander through or over,pererro
innermost,penetralis
separated,
hidden,
secret,secretus
cover up or over,obtego
withdraw,recedo
become clear the ear or eye,
grow loud,claresco
rush into,
advance furiously,ingruo
roughening or bristling,
(fig.),horror
climbing or ascending,ascensus
field of grain,
standing corn,seges
fall in/on,incido
pertaining the mountains,montanus
rushing stream,
torrent,torrens
things sown or planted,
grain,sata
ox,bos
headlong,praeceps
clear,
manifest,manifestus
begin open,
open view,patesco
Deiphobus,Deiphobus
Vulcan,Vulcanus
Ucalegon,Ucalegon
pertaining Sigeum,Sigeus
shine back or again,reluceo
rise up,
proceed,exorior
clashing sound,
braying,clangor
trumpet,tuba
mad,
insane,amens
method,ratio
die,morior
Panthus (Panthous),Panthus
Othryades,Othryades
lay hold of,
grasp,
snatch,prehendo
that can not averted by struggling,ineluctabilis
wild,
fierce,ferus
steep,
difficult,arduus
armed men,armati
leap upon (+dat.),insulto
with double doors,bipatens
how many ,
as many as (indeclinable),quot
blockade,obsideo
narrow,angustus
sharp point or edge,mucro
battle,proelium
Erinys,Erinys
murmuring,fremitus
Ripheus,Ripheus
Epytus,Epytus
Hypanis,Hypanis
Dymas,Dymas
gather,agglomero
youthful,
young,iuvenis
Coroebus,Coroebus
Mygdonides,Mygdonides
insane,insanus
son–in–law,gener
one promised as bride,
the betrothed,sponsa
precept,
rule,praeceptum
crowded together,confertus
desire,
craving,cupido
wolf,lupus
as,
just as,ceu
plunderer,raptor
stomach,
belly,venter
young animal,catulus
mouth,faux
dry,siccus
go,vado
fly around or surround in flying,
hover round,circumvolo
destruction,clades
untangle,
explain,explico
unskilled,
lazy,iners
here and there,passim
reverent,
superstitious,religiosus
the diaphragm or midriff,
the vital parts,
the heart,praecordia
Androgeos,Androgeos
allied,socius
hurry,festino
(too) late,serus
sloth,segnities
an answer,
response,responsum
glide,delabor
restrain,reprimo
thorn,sentis
press/lean upon,nitor
agitated,trepidus
dark blue,caerulus
otherwise,
differently,
not so,
the contrary,secus
rush in,inruo
thick,
dense,densus
fear,formido
going up,
good fortune,successus
ecstatic,
exult,exsulto
right,
on the right side,dexter
medal,
decoration,insigne
hairy,comans
fit one thing another,accommodo
equip,
arm,armo
mingle with,
usually w. dat.,immisceo
tie together,
join,consero
Orcus,Orcus
ugly,turpis
back,rursus
unwilling,invitus
trust,
believe,fido
of Priam,Priameius
tender,tener
appearance,
image,
specter,species
madden,furio
throw,
lay hands on,inicio
perish,pereo
overtake,
attain,consequor
run inor against,
rush upon,incurro
our friends,nostri
army,exercitus
strike together violently,confligo
make shrill noise,strido
foamy,
frothy,spumeus
Nereus,Nereus
foundation,fundus
drive,agito
lie,mentior
sound,sonus
disagreeing,discors
mark,signo
immediately,ilicet
Peneleus,Peneleus
powerful in arms,armipotens
fall forwards,
sink down,
fall prostrate,procumbo
observant,servans
that which is even,
right,aequum
fasten together or firmly,
transfix,configo
bandage,infula
ashes,cinis
outward,
foreign,exter
my kindred,mei
avoid,
shun,vito
turn,
change,
succession,vicis
Iphitus,Iphitus
Pelias (name),Pelias
eternity,
lifetime,
age,aevum
at once,protinus
nowhere,nusquam
untamed,
wild,indomitus
wall,paries
ladder,
scaling ladder,scalae
doorjamb,
door,postis
the left hand,sinistra
cover,
conceal,
protect,protego
grasp,prenso
tower,turris
the end,ultima
roll down,
throw,devolvo
build,
perform,instauro
unobstructed,
free,pervius
use,usus
Andromache,
wife of Hector,Andromache
unattended,incomitatus
father–in–law,socer
grandfather,avus
Astyanax,Astyanax
go out,
evade,evado
invalid,
void,irritus
of Achaia,
Achaean,
Greek,Achaicus
give way,labo
joining,
joint,iunctura
planking,
floor,tabulatum
entrance,vestibulum
Pyrrhus,Pyrrhus
snake,coluber
grass,
plant,
herb,gramen
cool,
cold,frigidus
the winter solstice,
winter,bruma
shining,
bring,nitidus
smooth,
slippery,lubricus
roll together,
roll up,convolvo
three–furrowed,
three–forked,trisulcus
Periphas,Periphas
one who drives,
charioteer,agitator
an armor bearer,armiger
Automedon,Automedon
of Scyros (island),Scyrius
an ax (with two blades),bipennis
break,perrumpo
pluck,vello
furnished with copper or bronze,aeratus
firm,
strong,firmus
window,fenestra
lamentation by beating the breast,
lamentation,plangor
building,
shrine,aedes
feminine,femineus
howl,ululo
scared,
frightened,pavidus
support,suffero
strong,
worth,valeo
ram,aries
door,ianua
move off or away,
throw off,emoveo
an approach,
entryway,aditus
slaughter,trucido
send in,immitto
river,
torrent,amnis
conquer completely,
overcome,evinco
stable,
inn,
brothel,stabulum
Hecuba,Hecuba
daughter–in–law,nurus
consecrate,sacro
marriage bed,
bedchamber,thalamus
foreign,
barbaric,barbaricus
fail,
revolt from,deficio
old,
aged,senex
useless,
unserviceable,inutilis
axle,
sky,axis
near,
close,iuxta
laurel,laurus
the upper part of an altar,
high altar,altaria
pigeon,
dove,columba
thick,
crowded,condensus
youthful,iuvenalis
defender,
protector,defensor
that,iste
want,
need,egeo
speak forth,
speak,effor
aged,longaevus
Polites,Polites
covered walk,
colonnade,
portico,porticus
empty,vacuus
hostile,
aggressive,infestus
fall down,concido
hold back,
keep away from,abstineo
exclaim,exclamo
daring deed,
outrage,ausum
care for,curo
owe,
ought,debeo
plant,sero
grow red,
blush,erubesco
tomb,
grave,sepulcrum
send back,remitto
unwarlike,
peaceful,imbellis
blow,
stroke,ictus
throw together,
unite collect,conicio
harsh–sounding,
noisy,raucus
the boss of shield,umbo
messenger,
news,nuntius
degenerate,degener
tell,
report,
recount,narro
fall down,
slip,lapso
the handle,
hilt,capulus
departure,exitus
slip forward,prolabor
one who reigns,
sovereign,regnator
the stem,truncus
stand around,circumsto
of equal age,aequaevus
breathe out,exhalo
Creus(name),Creusa
look back,respicio
jump,saltus
daughter of Tyndarus,
Helen,Tyndaris
fear beforehand,praemetuo
common,
general,communis
unseen,
secret,invisus
begin burn,
(fig.),exardesco
avenge,ulciscor
certainly,scilicet
Sparta,Sparta
bring forth,pario
triumph,triumphus
joining together,
marriage,coniugium
go down,
set,
fall,occido
sweat,sudo
although,etsi
memorable,memorabilis
victory,victoria
extinguish,exstinguo
praise,laudo
avenging,ultrix
satisfy sate,satio
pure,purus
confess,confiteor
an inhabitant of heaven,
god,caelicola
contain,
restrain,contineo
stir up,
arouse,
put inmotion,excito
whither? where?,quonam
Lacaena,Lacaena
blame censure,culpo
unkindness,
inclemency,inclementia
draw or lead towards,
draw over,obduco
make blunt,
make dull,
impair,hebeto
dark,caligo
rise in waves,undo
smoke,fumus
shake,quatio
Scaea,Scaea
sit or seated on,
w. dat.,insideo
shine forth or brightly,
effulgent,effulgo
Gorgo,Gorgo
stir up,suscito
close,
dense,
thick,spissus
deepest,
last,imus
pertaining Neptune,
Neptunian,Neptunius
mountain–ash,ornus
cut into,accido
with striving or contention,certatim
continuously,usque
shake,
beat,
strike,
terrify,
disturb,
distract,concutio
nod,
sway and fro,nuto
for the last time,supremum
groan deeply,
send forth sigh or groan,
(fig.),congemo
descend,descendo
deny,abnego
bring forward,produco
exile,
banishment,exilium
untouched,
fresh,
complete,integer
dense,
firm,
solid,solidus
find,
discover,invenio
loss (of stature/prestige),
sacrifice,iactura
linger,demoror
continue standing,
remain fixed,persto
lop off,
cut down,
cut pieces,obtrunco
never,numquam
today,hodie
unavenged,inultus
put or thrust into,
pass through,inserto
outside,
beyond,extra
protect,tutor
raise the voice,
cry out,vociferor
fill up,repleo
having come up suddenly,
unexpected,subitus
the point of anything,
peak,apex
touching,
touch,tactus
harmless,
innocent,innoxius
agitated,trepido
put out,restinguo
prayer,prex
earn,
deserve,mereor
strengthen,firmo
the left part,laevum
star,stella
of Mount Ida,Idaeus
border,
path crossing the border,limes
sulphur,sulphur
smoke,fumo
already,
now,iamiam
yield,cedo
burden,
load,gravo
indef.,
whatever place,
whithersoever,
wherever,quocumque
trace,
track,vestigium
turn towards,adverto
mound,tumulus
old,vetustus
the cypress,
branch of cypress,cupressus
walk or go apart,digredior
handle or touch,attrecto
wash away,abluo
spread over,
cover,insterno
skin,
hide,pellis
lion,leo
pace,
footstep,passus
shady,
dark,opacus
not long ago,dudum
bring near,
render favorable,propinquo
someone or other ,
I know not who/what,
some degree,
little bit,nescioquis
mingled,
confused,confusus
pathless,avius
tired,
weary,lassus
bend back,reflecto
lacking,desum
gleaming,fulgens
return,revertor
throw towards,obiecto
beginning,principium
watch,
observe,observo
voracious,
greedy,edax
completely above,
mount upward,exsupero
advance,procedo
place of refuge,
an asylum,
temple,asylum
Phoenix,Phoenix
preserve,
guard,
watch,adservo
captured,captivus
gather together,congero
again,iterum
remove,demo
gratify,
indulge in,indulgeo
come out,evenio
plough,aro
of the west,
western,Hesperius
of Lydia,
Lydian,
Etruscan,Lydius
gentle,
kind,
mild,lenis
Thybris,Thybris
serve,servio
Dardanis,Dardanis
divine,divus
hold from or back,
hold,detineo
thin,tenuis
try,
attempt,conor
arm,brachium
unite,
seize,comprehendo
use up,
consume,consumo
flow to,
assemble,adfluo
admire,
wonder,admiror
launch,
lead away,deduco
Lucifer,
the morning–star,Lucifer
Mount Ida,Ida
undeserving,immeritus
Antandros (–us),Antandros
collect,
shrink because of pain,contraho
an exile,
banished person,exsul
Thracian,Thrax
Lycurgus (name),Lycurgus
step in,
enter,ingredior
pertaining Dione,Dionaeus
one who divines by watching birds,
diviner,
(fig.),auspex
of cornel–wood,corneus
brambles,
thicket,virgultum
myrtle,myrtus
green,viridis
branch,ramus
leafy,
bear or put forth leaves,
frondens,frondeo
root,radix
in liquid state,
run,liquor
drop,gutta
corrupt matter,
putrid blood,
gore,tabum
spot,
stain,
defile,maculo
come together,coeo
flexible,
sticky,
slow,lentus
flexible twig,
osier,vimen
bark,
shell,
cork,cortex
venerate,veneror
rural,
rustic,agrestis
Gradivus,Gradivus
pertaining the Getae,Geticus
sit before,
preside over,praesideo
with the proper rites,
duly,
correctly,rite
aid,
favor,secundo
pressure,
exertion,nisus
strive,obluctor
speak out,
express,eloquor
piteous,
disastrous,lacrimabilis
tear,lacero
commit crime,scelero
outside,
foreign,
strange,externus
blood,
bloodshed,cruor
log or post,stipes
drip,
flow,mano
Polydorus,Polydorus
made of iron,ferreus
thing hurled,
spear,iaculum
grow in,
grow up,incresco
two–headed,
unsettled,
dangerous,anceps
entrust,mando
nourish,alo
Thracian,
northern,Threicius
distrust,diffido
siege,
blockade,obsidio
pertaining Agamemnon,Agamemnonius
female conqueror,
in triumph,victrix
break off,
sever,abrumpo
soil,polluo
bear to,
heap upon,aggero
Manes,Manes
warm,
tepid,tepidus
small,cymbium
milk,lac
make rattling noise,
creak,crepito
Nereis,Nereis
Aegean,
pertaining the Aegean,Aegaeus
bow–bearing,Arcitenens
Myconos,Myconos
Gyaros,Gyaros
despise,
scorn,contemno
Anius,Anius
encircle (with garland),redimio
of Thymbr(town),Thymbraeus
low,mugio
caldron,
kettle,
(fig.),cortina
place under,sumitto
seek out,exquiro
memorial,
monument,monumentum
Crete,Creta
cradle,
birthplace,cunabula
inhabit,habito
fertile,
fruitful,uber
remember,recordor
of Rhoeteum (promontory),Rhoeteus
not yet,nondum
of Pergamum (kingdom),Pergamenus
an inhabitant,
protectress,cultrix
mountain in Phrygia,Cybelus
Corybantian,Corybantius
mistress,domina
of Gnosus,Gnosius
stand apart,
distant,disto
of Crete,
Cretan,Cretaeus
deserved,
due,meritus
white,albus
paternal,paternus
Idomeneus,Idomeneus
Ortygia,Ortygia
revel,
rage,bacchor
Naxos,Naxos
Donus(island),Donusa
Olearos,Olearos
Paros,Paros
Cyclades,Cyclades
sow or plant,consero
of ships,nauticus
contest,
struggle,certamen
great–grandfather,
ancestor,proavus
Curetes,Curetes
glide to,
(with dat.,adlabor
love,amo
fireplace,focus
almost,fere
work,
occupied with,operor
melting away,
emaciated,tabidus
dragging,tractus
pitied,miserandus
pestilence,lues
death–bringing,letifer
unproductive,
unfruitful,sterilis
Sirius,Sirius
dry,
wither,areo
beg,
pray,precor
animal,animal
fasten or put in,
insert,insero
carry away,
report,
confer,defero
measure completely,
traverse,permetior
of Delos,
Delian,Delius
Dardanus,Dardanus
Iasius,Iasius
hesitate,
doubt,dubito
Corythus,Corythus
Ausonius,
Italian,Ausonius
of Dicte,Dictaeus
astonished,attonitus
vision,visum
on the back,supinus
complete,
accomplish,perficio
deceive,
cheat,decipio
stretch,portendo
shout,
celebrate an ovation (lesser triumph),ovo
above (adv. and prep. +acc.),supra
rough,
